image_name,crack_1,crack_2,crack_3,Latitude,Longitude,Date,Crack or not
02794.JPG,none,none,none,-37.7586257528055,144.7028077552220,2017/1/31,
02795.JPG,none,none,none,-37.8926558141388,144.6801263335000,2017/1/31,
02796.JPG,none,none,none,-37.7691670068611,144.7012564715550,2017/1/31,
02797.JPG,none,none,none,-37.7577346804444,144.7029650546110,2017/1/31,
02798.JPG,none,none,none,-37.8917554260833,144.6800582636110,2017/1/31,
02799.JPG,none,none,none,-37.7700618639444,144.7011343446380,2017/1/31,
02800.JPG,lat,none,none,-37.8773009234166,144.6827815631660,2017/1/31,
02801.JPG,none,none,none,-37.7472714480000,144.7008887738880,2017/1/31,
02802.JPG,none,none,none,-37.8197480093611,144.6934802727220,2017/1/31,
02803.JPG,none,none,none,-37.7463926457777,144.7006491940270,2017/1/31,
02804.JPG,croc,croc,long,-37.8781945345555,144.6826383934160,2017/1/31,
02805.JPG,none,none,none,-37.8188887896666,144.6936117386940,2017/1/31,
02806.JPG,none,none,none,-37.8721374716944,144.6836927855000,2017/1/31,
02807.JPG,none,none,none,-37.8249013593333,144.6926669300000,2017/1/31,
02808.JPG,none,none,long,-37.8730254948333,144.6835194289720,2017/1/31,
02809.JPG,none,none,none,-37.8240094380555,144.6928234165000,2017/1/31,
02810.JPG,none,none,none,-37.7671978136388,144.7015232700550,2017/1/31,
02811.JPG,none,none,none,-37.8823933833888,144.6819664039990,2017/1/31,
02812.JPG,long,none,none,-37.8937446948888,144.6802537453330,2017/1/31,
02813.JPG,none,none,none,-37.7680930052222,144.7014016947500,2017/1/31,
02814.JPG,none,none,none,-37.8832859023055,144.6818291403050,2017/1/31,
02815.JPG,none,none,none,-37.7777522609166,144.7000622928880,2017/1/31,
02816.JPG,croc,croc,none,-37.7786450536388,144.6999332616110,2017/1/31,
02817.JPG,none,none,none,-37.8509929745555,144.6875433167770,2017/1/31,
02818.JPG,none,none,none,-37.8060568841666,144.6957605769440,2017/1/31,
02819.JPG,croc,croc,croc,-37.7933788124999,144.6977044254720,2017/1/31,
02820.JPG,RAIl,RAIl,RAIl,-37.8518847652222,144.6873816504440,2017/1/31,
02821.JPG,none,none,none,-37.8069492951666,144.6956195283050,2017/1/31,
02822.JPG,none,none,none,-37.7924835610555,144.6978443088610,2017/1/31,
02823.JPG,none,none,none,-37.8372740902222,144.6904219929160,2017/1/31,
02824.JPG,none,none,none,-37.8363841882500,144.6906008278330,2017/1/31,
02825.JPG,none,none,none,-37.7436111886944,144.7007091386380,2017/1/31,
02826.JPG,croc,none,none,-37.7427172793888,144.7008495307770,2017/1/31,
02827.JPG,none,none,none,-37.8878367351388,144.6810795936380,2017/1/31,
02828.JPG,none,none,long,-37.7547901965000,144.7034796926660,2017/1/31,
02829.JPG,none,none,none,-37.8887296780555,144.6809433019720,2017/1/31,
02830.JPG,none,none,none,-37.7556826745277,144.7033232829720,2017/1/31,
02831.JPG,none,none,none,-37.7478909032222,144.7009825793330,2017/1/31,
02832.JPG,none,none,none,-37.7459453083888,144.7005934060550,2017/1/31,
02833.JPG,none,RAIl,RAIl,-37.8615849775000,144.6856313530270,2017/1/31,
02834.JPG,none,none,none,-37.8166702467777,144.6940633447500,2017/1/31,
02835.JPG,long,long,long,-37.7485939853611,144.7016699163330,2017/1/31,
02836.JPG,none,none,RAIl,-37.8624681345000,144.6854042865550,2017/1/31,
02837.JPG,none,none,none,-37.8175602786388,144.6939128644720,2017/1/31,
02838.JPG,RAIl,none,none,-37.7450465459444,144.7005488674720,2017/1/31,
02839.JPG,none,none,none,-37.8395820865555,144.6899433229440,2017/1/31,
02840.JPG,none,none,none,-37.8308663851944,144.6915797722770,2017/1/31,
02841.JPG,none,long,none,-37.8386948168055,144.6901304515000,2017/1/31,
02842.JPG,none,none,none,-37.8317564380000,144.6914257601380,2017/1/31,
02843.JPG,none,none,none,-37.7998992216944,144.6966818668610,2017/1/31,
02844.JPG,none,none,none,-37.7990080728888,144.6968217546110,2017/1/31,
02845.JPG,none,none,none,-37.8272170558888,144.6922602090270,2017/1/31,
02846.JPG,none,none,none,-37.7797175584166,144.6997775766110,2017/1/31,
02847.JPG,none,long,none,-37.7806100918333,144.6996460979160,2017/1/31,
02848.JPG,none,none,none,-37.8263261942777,144.6924170262500,2017/1/31,
02849.JPG,RAIl,RAIl,RAIl,-37.8490319634722,144.6879328977500,2017/1/31,
02850.JPG,none,none,none,-37.7946290100555,144.6975075366380,2017/1/31,
02851.JPG,RAIl,RAIl,RAIl,-37.8499217441666,144.6877322266110,2017/1/31,
02852.JPG,none,none,long,-37.7937366941944,144.6976463448610,2017/1/31,
02853.JPG,none,none,none,-37.8114118597499,144.6949069322500,2017/1/31,
02854.JPG,none,none,none,-37.8740924116111,144.6833233746660,2017/1/31,
02855.JPG,none,none,none,-37.8236524974444,144.6928847561110,2017/1/31,
02856.JPG,none,none,none,-37.8123031297500,144.6947608139160,2017/1/31,
02857.JPG,none,none,none,-37.8749827672500,144.6831723778610,2017/1/31,
02858.JPG,none,none,none,-37.8227597917500,144.6930419185270,2017/1/31,
02859.JPG,none,none,none,-37.7652300206388,144.7017888707500,2017/1/31,
02860.JPG,none,none,none,-37.7661243740555,144.7016686160550,2017/1/31,
02861.JPG,diag,none,diag,-37.8906843622222,144.6801670416660,2017/1/31,
02862.JPG,none,none,none,-37.7704196736388,144.7010850833330,2017/1/31,
02863.JPG,long,long,long,-37.8898649233333,144.6806264835000,2017/1/31,
02864.JPG,none,none,none,-37.7713142970555,144.7009622981660,2017/1/31,
02865.JPG,none,none,none,-37.8760545688888,144.6829935889160,2017/1/31,
02866.JPG,croc,croc,none,-37.8216885178055,144.6932237888610,2017/1/31,
02867.JPG,RAIl,RAIl,RAIl,-37.8655431769444,144.6848742501940,2017/1/31,
02868.JPG,none,none,none,-37.8769457931388,144.6828457300270,2017/1/31,
02869.JPG,none,none,none,-37.8207969846388,144.6933791290830,2017/1/31,
02870.JPG,RAIl,RAIl,RAIl,-37.8646512166111,144.6850406557500,2017/1/31,
02871.JPG,none,none,none,-37.8471209521944,144.6883518997220,2017/1/31,
02872.JPG,croc,none,none,-37.7965946982777,144.6971991550830,2017/1/31,
02873.JPG,long,long,croc,-37.8480064490000,144.6881417207220,2017/1/31,
02874.JPG,none,none,none,-37.7957018701944,144.6973383358880,2017/1/31,
02875.JPG,long,none,none,-37.7890049432222,144.6983801628880,2017/1/31,
02876.JPG,none,none,none,-37.7745335412222,144.7005131749440,2017/1/31,
02877.JPG,none,long,croc,-37.7881116969722,144.6985161181380,2017/1/31,
02878.JPG,none,none,none,-37.7754281988888,144.7003893001380,2017/1/31,
02879.JPG,none,none,none,-37.8523304593888,144.6873025089440,2017/1/31,
02880.JPG,none,none,none,-37.8532217368888,144.6871409972770,2017/1/31,
02881.JPG,croc,croc,croc,-37.8411805710555,144.6896113120830,2017/1/31,
02882.JPG,none,none,none,-37.8402927077777,144.6897993586940,2017/1/31,
02883.JPG,none,none,none,-37.8707991064166,144.6839135455270,2017/1/31,
02884.JPG,none,none,none,-37.8091795628611,144.6952610961380,2017/1/31,
02885.JPG,none,none,none,-37.8699092920833,144.6840700887220,2017/1/31,
02886.JPG,none,none,none,-37.8082873311111,144.6954041471380,2017/1/31,
02887.JPG,none,none,none,-37.8106085497777,144.6950352844720,2017/1/31,
02888.JPG,croc,croc,croc,-37.8684831098055,144.6843234291660,2017/1/31,
02889.JPG,none,none,none,-37.8097150565555,144.6951769406110,2017/1/31,
02890.JPG,croc,croc,croc,-37.8693747432500,144.6841651970830,2017/1/31,
02891.JPG,none,none,none,-37.7601425063333,144.7025540089440,2017/1/31,
02892.JPG,diag,none,none,-37.8931104880833,144.6801561420550,2017/1/31,
02893.JPG,none,none,none,-37.8840889797500,144.6817039988330,2017/1/31,
02894.JPG,none,none,none,-37.7610338191388,144.7024041015550,2017/1/31,
02895.JPG,none,none,none,-37.8938947178888,144.6805316869720,2017/1/31,
02896.JPG,RAIl,RAIl,RAIl,-37.8831966960277,144.6818429147770,2017/1/31,
02897.JPG,none,none,croc,-37.7849865417500,144.6989943384720,2017/1/31,
02898.JPG,none,none,none,-37.7858792586666,144.6988536476380,2017/1/31,
02899.JPG,none,none,none,-37.8075736054166,144.6955192089160,2017/1/31,
02900.JPG,none,none,none,-37.8544645180000,144.6869130375270,2017/1/31,
02901.JPG,none,croc,none,-37.7916773945277,144.6979513553880,2017/1/31,
02902.JPG,none,none,none,-37.8066813281111,144.6956603308610,2017/1/31,
02903.JPG,none,none,none,-37.8553541562500,144.6867564688330,2017/1/31,
02904.JPG,none,none,none,-37.7925731057500,144.6978300726660,2017/1/31,
02905.JPG,none,none,none,-37.7723873384444,144.7008117863330,2017/1/31,
02906.JPG,none,none,none,-37.8338036646111,144.6910935312220,2017/1/31,
02907.JPG,none,none,none,-37.8329149965277,144.6912504074160,2017/1/31,
02908.JPG,none,none,none,-37.7732816018611,144.7006878699720,2017/1/31,
02909.JPG,none,none,none,-37.7501816364444,144.7029154637500,2017/1/31,
02910.JPG,none,none,none,-37.7494952034722,144.7021930284720,2017/1/31,
02911.JPG,none,none,none,-37.8893533865555,144.6808341871940,2017/1/31,
02912.JPG,long,long,long,-37.8884618072499,144.6809844783330,2017/1/31,
02913.JPG,none,none,none,-37.7637992165277,144.7019906145270,2017/1/31,
02914.JPG,none,none,none,-37.7646933485277,144.7018624894440,2017/1/31,
02915.JPG,none,none,none,-37.7518454773611,144.7039938436380,2017/1/31,
02916.JPG,none,none,none,-37.7509699866388,144.7038376763330,2017/1/31,
02917.JPG,none,none,none,-37.8286436713055,144.6920103071660,2017/1/31,
02918.JPG,none,none,none,-37.8277518274166,144.6921672678330,2017/1/31,
02919.JPG,none,none,none,-37.8459697085000,144.6886086222220,2017/1/31,
02920.JPG,none,none,none,-37.8020382430277,144.6963583553050,2017/1/31,
02921.JPG,none,none,none,-37.8599834925833,144.6859212551110,2017/1/31,
02922.JPG,none,none,none,-37.8450834118888,144.6887967756380,2017/1/31,
02923.JPG,none,none,none,-37.8011460455277,144.6964918774440,2017/1/31,
02924.JPG,none,none,none,-37.8608725000555,144.6857589473610,2017/1/31,
02925.JPG,none,none,none,-37.7865939446666,144.6987465805550,2017/1/31,
02926.JPG,none,none,none,-37.7874874616111,144.6986120008330,2017/1/31,
02927.JPG,none,none,none,-37.7585365970833,144.7028233486660,2017/1/31,
02928.JPG,none,none,none,-37.7694354834166,144.7012194729720,2017/1/31,
02929.JPG,croc,croc,none,-37.8856961999166,144.6814359757500,2017/1/31,
02930.JPG,none,none,none,-37.7594285898888,144.7026762098330,2017/1/31,
02931.JPG,none,none,none,-37.7685407212222,144.7013423311940,2017/1/31,
02932.JPG,none,none,none,-37.8848042199722,144.6815913186380,2017/1/31,
02933.JPG,none,none,none,-37.8161359471388,144.6941492730830,2017/1/31,
02934.JPG,none,none,none,-37.8629726681666,144.6852311694160,2017/1/31,
02935.JPG,none,none,none,-37.8152454049722,144.6942932403610,2017/1/31,
02936.JPG,long,long,RAIl,-37.8638545199444,144.6852376241940,2017/1/31,
02937.JPG,none,none,none,-37.7936473372222,144.6976610310270,2017/1/31,
02938.JPG,RAIl,RAIl,RAIl,-37.8498321594166,144.6877469041660,2017/1/31,
02939.JPG,none,none,none,-37.7945394938333,144.6975211535270,2017/1/31,
02940.JPG,RAIl,RAIl,RAIl,-37.8489439532222,144.6879585679720,2017/1/31,
02941.JPG,none,none,none,-37.7806991735000,144.6996326763330,2017/1/31,
02942.JPG,none,none,none,-37.8262370931944,144.6924324841110,2017/1/31,
02943.JPG,none,none,none,-37.8271278673055,144.6922760087770,2017/1/31,
02944.JPG,none,none,none,-37.7798069289444,144.6997642330550,2017/1/31,
02945.JPG,none,none,none,-37.7662137668611,144.7016561965270,2017/1/31,
02946.JPG,none,none,none,-37.7653194487222,144.7017763748880,2017/1/31,
02947.JPG,none,none,none,-37.8226703602500,144.6930574488610,2017/1/31,
02948.JPG,none,none,none,-37.8748936508611,144.6831871684720,2017/1/31,
02949.JPG,none,none,none,-37.8122140039166,144.6947749656380,2017/1/31,
02950.JPG,none,none,none,-37.8235632128055,144.6929004144440,2017/1/31,
02951.JPG,none,none,none,-37.8740034588055,144.6833394155000,2017/1/31,
02952.JPG,none,none,none,-37.8113226484999,144.6949212797500,2017/1/31,
02953.JPG,none,none,none,-37.8176493106666,144.6938970120550,2017/1/31,
02954.JPG,RAIl,RAIl,RAIl,-37.8625529215000,144.6853674110830,2017/1/31,
02955.JPG,croc,none,RAIl,-37.7449565875277,144.7005522461380,2017/1/31,
02956.JPG,none,none,none,-37.7485169475833,144.7016114830550,2017/1/31,
02957.JPG,none,none,none,-37.7458557206666,144.7005828206110,2017/1/31,
02958.JPG,none,none,none,-37.8167591626388,144.6940482458330,2017/1/31,
02959.JPG,RAIl,RAIl,RAIl,-37.8616740286111,144.6856150251940,2017/1/31,
02960.JPG,none,RAIl,none,-37.7477970841111,144.7009886649160,2017/1/31,
02961.JPG,none,none,none,-37.7990974123333,144.6968076856940,2017/1/31,
02962.JPG,none,none,none,-37.7999881031111,144.6966682735830,2017/1/31,
02963.JPG,none,none,none,-37.8318460257500,144.6914142020270,2017/1/31,
02964.JPG,none,none,lat,-37.8387835415555,144.6901120244440,2017/1/31,
02965.JPG,RAIl,RAIl,RAIl,-37.8309553027222,144.6915634800000,2017/1/31,
02966.JPG,none,none,long,-37.8396707879444,144.6899251753050,2017/1/31,
02967.JPG,none,long,none,-37.8403815253888,144.6897809753330,2017/1/31,
02968.JPG,croc,croc,croc,-37.8412693564722,144.6895927683880,2017/1/31,
02969.JPG,none,none,none,-37.8533107091388,144.6871254506380,2017/1/31,
02970.JPG,none,none,none,-37.8524193721388,144.6872859979720,2017/1/31,
02971.JPG,none,none,none,-37.8083765013055,144.6953894708050,2017/1/31,
02972.JPG,none,none,none,-37.8699980771111,144.6840534920270,2017/1/31,
02973.JPG,none,none,none,-37.8092688443055,144.6952471841380,2017/1/31,
02974.JPG,none,RAIl,RAIl,-37.8708882857500,144.6838990641110,2017/1/31,
02975.JPG,RAIl,RAIl,RAIl,-37.8645617140000,144.6850577064160,2017/1/31,
02976.JPG,none,none,none,-37.8207086742222,144.6933986139440,2017/1/31,
02977.JPG,none,none,none,-37.8768571645833,144.6828630142770,2017/1/31,
02978.JPG,RAIl,RAIl,RAIl,-37.8654540767500,144.6848909185830,2017/1/31,
02979.JPG,none,none,croc,-37.8215993565000,144.6932392714720,2017/1/31,
02980.JPG,none,none,none,-37.8759651774722,144.6830081689720,2017/1/31,
02981.JPG,none,none,none,-37.7714037082777,144.7009500485550,2017/1/31,
02982.JPG,none,long,long,-37.8899459703888,144.6805774629720,2017/1/31,
02983.JPG,none,none,none,-37.7705091872222,144.7010731099440,2017/1/31,
02984.JPG,long,long,diag,-37.8907714230555,144.6801350551110,2017/1/31,
02985.JPG,none,none,none,-37.7755176650277,144.7003768669440,2017/1/31,
02986.JPG,long,croc,croc,-37.7882009913611,144.6985019054160,2017/1/31,
02987.JPG,none,none,none,-37.7746230075833,144.7005004820000,2017/1/31,
02988.JPG,none,none,none,-37.7890942621944,144.6983663537770,2017/1/31,
02989.JPG,none,none,none,-37.7956125529722,144.6973525334440,2017/1/31,
02990.JPG,long,none,long,-37.8479180089722,144.6881652592500,2017/1/31,
02991.JPG,none,none,croc,-37.7965052876388,144.6972126837500,2017/1/31,
02992.JPG,none,none,none,-37.8470325014722,144.6883725834440,2017/1/31,
02993.JPG,none,none,none,-37.8328261639722,144.6912670636380,2017/1/31,
02994.JPG,none,none,none,-37.7733710341666,144.7006753206660,2017/1/31,
02995.JPG,none,none,none,-37.7724767837500,144.7007992550270,2017/1/31,
02996.JPG,none,none,none,-37.8337149931388,144.6911101516940,2017/1/31,
02997.JPG,none,none,long,-37.8885510722777,144.6809703900000,2017/1/31,
02998.JPG,none,none,none,-37.8894415793055,144.6808118254720,2017/1/31,
02999.JPG,none,none,none,-37.7495757621666,144.7022442762770,2017/1/31,
03000.JPG,none,none,none,-37.7502422899722,144.7029991907770,2017/1/31,
03001.JPG,none,none,none,-37.8831074298611,144.6818566276940,2017/1/31,
03002.JPG,none,none,none,-37.8938781443055,144.6804158776380,2017/1/31,
03003.JPG,none,none,none,-37.7609448256944,144.7024201225830,2017/1/31,
03004.JPG,none,none,none,-37.8839997899166,144.6817179751660,2017/1/31,
03005.JPG,none,none,none,-37.8930193115833,144.6801508703880,2017/1/31,
03006.JPG,none,none,none,-37.7600533806388,144.7025692521660,2017/1/31,
03007.JPG,croc,croc,croc,-37.8694639484722,144.6841493305830,2017/1/31,
03008.JPG,none,none,none,-37.8098043371111,144.6951627499720,2017/1/31,
03009.JPG,none,croc,croc,-37.8685723672500,144.6843076396940,2017/1/31,
03010.JPG,none,rail,none,-37.8106979230555,144.6950213363880,2017/1/31,
03011.JPG,none,none,none,-37.7926627152499,144.6978158647500,2017/1/31,
03012.JPG,none,none,none,-37.8554431786388,144.6867400710000,2017/1/31,
03013.JPG,none,none,none,-37.8067706397777,144.6956467551110,2017/1/31,
03014.JPG,long,long,long,-37.7917671083611,144.6979428710830,2017/1/31,
03015.JPG,none,none,none,-37.8545533081944,144.6868965665830,2017/1/31,
03016.JPG,none,none,none,-37.8076628326944,144.6955049590000,2017/1/31,
03017.JPG,none,none,none,-37.7857899705833,144.6988668432500,2017/1/31,
03018.JPG,none,none,none,-37.7848970198333,144.6990072065830,2017/1/31,
03019.JPG,none,none,none,-37.7873983955555,144.6986253574720,2017/1/31,
03020.JPG,none,none,none,-37.7865045808333,144.6987602449720,2017/1/31,
03021.JPG,none,none,none,-37.8609617538888,144.6857428275270,2017/1/31,
03022.JPG,none,none,none,-37.8012351826111,144.6964787865830,2017/1/31,
03023.JPG,none,none,none,-37.8451721305833,144.6887785883330,2017/1/31,
03024.JPG,none,none,none,-37.8600718184444,144.6859041839720,2017/1/31,
03025.JPG,none,none,none,-37.8021275844722,144.6963450397770,2017/1/31,
03026.JPG,none,none,none,-37.8460582019444,144.6885887454160,2017/1/31,
03027.JPG,none,none,none,-37.8639438877777,144.6852211307220,2017/1/31,
03028.JPG,none,none,none,-37.8153344827222,144.6942789143610,2017/1/31,
03029.JPG,none,none,none,-37.8630556250277,144.6852740307220,2017/1/31,
03030.JPG,none,none,none,-37.8162250053888,144.6941351423880,2017/1/31,
03031.JPG,none,none,none,-37.8847148764166,144.6816062016380,2017/1/31,
03032.JPG,none,none,none,-37.7684512982777,144.7013543366940,2017/1/31,
03033.JPG,none,none,none,-37.7593393059166,144.7026907221110,2017/1/31,
03034.JPG,none,none,none,-37.8856070170833,144.6814511888050,2017/1/31,
03035.JPG,none,none,none,-37.7693459800277,144.7012316511380,2017/1/31,
03036.JPG,none,none,none,-37.7584474889166,144.7028392367490,2017/1/31,
03037.JPG,none,none,none,-37.7510518905833,144.7038850360830,2017/1/31,
03038.JPG,none,none,none,-37.7519348026111,144.7039799737500,2017/1/31,
03039.JPG,none,none,none,-37.7647828460833,144.7018503128880,2017/1/31,
03040.JPG,none,none,none,-37.7638885670833,144.7019771971660,2017/1/31,
03041.JPG,none,none,none,-37.8276625637777,144.6921821880000,2017/1/31,
03042.JPG,none,none,none,-37.8285545838055,144.6920264718610,2017/1/31,
03043.JPG,none,none,none,-37.8296242310833,144.6918351786110,2017/1/31,
03044.JPG,none,none,none,-37.8305101991388,144.6916430250830,2017/1/31,
03045.JPG,croc,long,long,-37.7902520938611,144.6981847324720,2017/1/31,
03046.JPG,long,long,none,-37.7911393712777,144.6980169043050,2017/1/31,
03047.JPG,none,none,none,-37.8715125738333,144.6837961271110,2017/1/31,
03048.JPG,none,none,none,-37.7530046060555,144.7037907676110,2017/1/31,
03049.JPG,none,none,none,-37.7538969396666,144.7036374398330,2017/1/31,
03050.JPG,none,none,none,-37.8706207845833,144.6839434895270,2017/1/31,
03051.JPG,none,none,none,-37.8662550715833,144.6847407637220,2017/1/31,
03052.JPG,none,none,none,-37.8753396893055,144.6831145876660,2017/1/31,
03053.JPG,none,none,none,-37.8137296500833,144.6945329682220,2017/1/31,
03054.JPG,none,none,none,-37.8653649931111,144.6849080710270,2017/1/31,
03055.JPG,none,none,none,-37.8762334508333,144.6829662757220,2017/1/31,
03056.JPG,none,none,none,-37.8146212413055,144.6943912309440,2017/1/31,
03057.JPG,none,none,none,-37.8863202632222,144.6813308688330,2017/1/31,
03058.JPG,none,none,none,-37.7570215141388,144.7030885241940,2017/1/31,
03059.JPG,none,none,none,-37.8872120055000,144.6811814449720,2017/1/31,
03060.JPG,none,none,none,-37.7561295123888,144.7032446916940,2017/1/31,
03061.JPG,none,none,none,-37.7738181696388,144.7006131993880,2017/1/31,
03062.JPG,long,long,long,-37.7897179553333,144.6982683935550,2017/1/31,
03063.JPG,none,none,none,-37.8350490275000,144.6908717250270,2017/1/31,
03064.JPG,none,none,none,-37.7747124608333,144.7004879317770,2017/1/31,
03065.JPG,none,none,none,-37.8359392890277,144.6906911724160,2017/1/31,
03066.JPG,none,none,none,-37.7888262837500,144.6984069956110,2017/1/31,
03067.JPG,none,none,none,-37.8586516120555,144.6861631771380,2017/1/31,
03068.JPG,none,none,none,-37.8028426278611,144.6962432888330,2017/1/31,
03069.JPG,none,none,none,-37.8577624415000,144.6863220371380,2017/1/31,
03070.JPG,none,none,none,-37.8037357253333,144.6961121575000,2017/1/31,
03071.JPG,none,none,none,-37.8570492916944,144.6864517481110,2017/1/31,
03072.JPG,none,none,none,-37.8044490995833,144.6959960560550,2017/1/31,
03073.JPG,none,none,none,-37.8561567459166,144.6866111307770,2017/1/31,
03074.JPG,none,none,none,-37.8053407053888,144.6958488158050,2017/1/31,
03075.JPG,none,none,none,-37.8265043787500,144.6923858178610,2017/1/31,
03076.JPG,none,none,none,-37.7841815909444,144.6991138451660,2017/1/31,
03077.JPG,none,none,none,-37.8256137119722,144.6925429261940,2017/1/31,
03078.JPG,lat,none,none,-37.7832881730555,144.6992455416380,2017/1/31,
03079.JPG,none,none,none,-37.8807871988888,144.6822265324160,2017/1/31,
03080.JPG,none,none,none,-37.7625487948611,144.7021656671380,2017/1/31,
03081.JPG,none,none,none,-37.8816798938611,144.6820808829440,2017/1/31,
03082.JPG,none,none,none,-37.7616569270000,144.7022961814440,2017/1/31,
03083.JPG,none,none,none,-37.8678587755277,144.6844389642220,2017/1/31,
03084.JPG,none,none,none,-37.8229384556388,144.6930105521110,2017/1/31,
03085.JPG,none,none,none,-37.8121248341666,144.6947890871660,2017/1/31,
03086.JPG,none,none,none,-37.8669667690833,144.6846044393050,2017/1/31,
03087.JPG,none,none,none,-37.8220455307222,144.6931652241380,2017/1/31,
03088.JPG,none,none,none,-37.8130167109999,144.6946478834160,2017/1/31,
03089.JPG,none,none,none,-37.7452269629444,144.7005468862770,2017/1/31,
03090.JPG,none,none,none,-37.8173821587500,144.6939436173050,2017/1/31,
03091.JPG,long,long,none,-37.7484418013055,144.7015486296380,2017/1/31,
03092.JPG,none,none,none,-37.8182713900555,144.6937736683330,2017/1/31,
03093.JPG,none,none,none,-37.7443256235000,144.7006054683610,2017/1/31,
03094.JPG,none,none,none,-37.7492415184722,144.7020685842500,2017/1/31,
03095.JPG,rail,rail,rail,-37.8445516315000,144.6889083727220,2017/1/31,
03096.JPG,none,none,none,-37.8436657561666,144.6890952665550,2017/1/31,
03097.JPG,none,none,none,-37.8315779552500,144.6914531303880,2017/1/31,
03098.JPG,none,none,none,-37.8388722361111,144.6900933268050,2017/1/31,
03099.JPG,none,none,none,-37.8324712111111,144.6913335461110,2017/1/31,
03100.JPG,none,none,none,-37.8379847156388,144.6902774054440,2017/1/31,
03101.JPG,none,none,none,-37.7767699208055,144.7002014000270,2017/1/31,
03102.JPG,none,none,none,-37.7758755049166,144.7003257282220,2017/1/31,
03103.JPG,none,none,none,-37.7975779286944,144.6970457250550,2017/1/31,
03104.JPG,none,none,none,-37.8592734841388,144.6860497025550,2017/1/31,
03105.JPG,none,none,none,-37.8466785173333,144.6884537849160,2017/1/31,
03106.JPG,none,none,none,-37.7984717217500,144.6969050416380,2017/1/31,
03107.JPG,none,none,none,-37.8601601691666,144.6858872022770,2017/1/31,
03108.JPG,none,none,none,-37.8457926180833,144.6886478937500,2017/1/31,
03109.JPG,none,none,none,-37.8188008533333,144.6936369839720,2017/1/31,
03110.JPG,none,none,none,-37.7464823923333,144.7006594286660,2017/1/31,
03111.JPG,long,long,long,-37.8781047467500,144.6826505905550,2017/1/31,
03112.JPG,none,none,none,-37.8196715481388,144.6934217393880,2017/1/31,
03113.JPG,none,none,none,-37.8772121143055,144.6827966483610,2017/1/31,
03114.JPG,none,none,none,-37.7473556310833,144.7009209181660,2017/1/31,
03115.JPG,none,none,none,-37.7701513455000,144.7011220835270,2017/1/31,
03116.JPG,none,none,none,-37.8918453257777,144.6800654193050,2017/1/31,
03117.JPG,none,none,none,-37.7578237280000,144.7029492404720,2017/1/31,
03118.JPG,none,none,none,-37.7692564813333,144.7012440659720,2017/1/31,
03119.JPG,none,none,none,-37.8927463126388,144.6801323499440,2017/1/31,
03120.JPG,none,none,none,-37.7587149099444,144.7027923875270,2017/1/31,
03121.JPG,none,none,none,-37.7410200446666,144.7011062548880,2017/1/31,
03122.JPG,none,none,none,-37.7419127433888,144.7009758419440,2017/1/31,
03123.JPG,none,none,none,-37.7630846004444,144.7020932588610,2017/1/31,
03124.JPG,none,none,none,-37.8793586113055,144.6824725057220,2017/1/31,
03125.JPG,none,none,none,-37.7639779426111,144.7019640725550,2017/1/31,
03126.JPG,none,none,none,-37.8802520982222,144.6823175682770,2017/1/31,
03127.JPG,none,none,none,-37.8419800238611,144.6894455904720,2017/1/31,
03128.JPG,none,none,none,-37.7820367086944,144.6994271935000,2017/1/31,
03129.JPG,none,none,none,-37.7811444886111,144.6995650338330,2017/1/31,
03130.JPG,none,none,none,-37.8428682211111,144.6892633896380,2017/1/31,
03131.JPG,none,none,none,-37.8364734583055,144.6905832688610,2017/1/31,
03132.JPG,none,none,none,-37.8373628107222,144.6904033410000,2017/1/31,
03133.JPG,none,none,none,-37.7555933683055,144.7033385243610,2017/1/31,
03134.JPG,none,none,none,-37.8886403506666,144.6809567496940,2017/1/31,
03135.JPG,none,none,none,-37.7547008799444,144.7034950927220,2017/1/31,
03136.JPG,none,none,none,-37.8877473548055,144.6810929257770,2017/1/31,
03137.JPG,none,none,none,-37.7426272067500,144.7008644550830,2017/1/31,
03138.JPG,none,none,none,-37.7435219566388,144.7007238868880,2017/1/31,
03139.JPG,none,none,none,-37.8833750523888,144.6818151103330,2017/1/31,
03140.JPG,none,none,none,-37.7681825855555,144.7013898320000,2017/1/31,
03141.JPG,none,none,none,-37.8938199903333,144.6803220352220,2017/1/31,
03142.JPG,none,none,none,-37.8824827131666,144.6819532078610,2017/1/31,
03143.JPG,none,none,none,-37.7672873002500,144.7015107723330,2017/1/31,
03144.JPG,none,none,none,-37.8239202431111,144.6928386212220,2017/1/31,
03145.JPG,none,none,long,-37.8729370429722,144.6835395059440,2017/1/31,
03146.JPG,none,none,none,-37.8248122892777,144.6926825532220,2017/1/31,
03147.JPG,none,none,none,-37.8720481474444,144.6837072150550,2017/1/31,
03148.JPG,none,none,none,-37.7923940039166,144.6978581978880,2017/1/31,
03149.JPG,none,none,none,-37.8068599788333,144.6956331721110,2017/1/31,
03150.JPG,none,none,none,-37.8517956945277,144.6873978486380,2017/1/31,
03151.JPG,none,none,none,-37.7932892024444,144.6977183317500,2017/1/31,
03152.JPG,none,none,none,-37.8059676646388,144.6957741449720,2017/1/31,
03153.JPG,none,none,none,-37.8509037785000,144.6875600635550,2017/1/31,
03154.JPG,none,none,none,-37.7787343168055,144.6999205103880,2017/1/31,
03155.JPG,none,none,none,-37.7778415095833,144.7000496411110,2017/1/31,
